Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,,Manufactured Date,Expiry Date
Clarimet,Antidiabetic,Drops,449 mg,Pfizer Inc.,Fever,Over-the-Counter,,2024-08-20,2026-05-07
Clariprofen,Antiseptic,Injection,365 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription,,2024-08-30,2025-10-14
Dolostatin,Antidepressant,Syrup,444 mg,Johnson & Johnson,Diabetes,Prescription,,2024-05-29,2027-03-03
Cefmycin,Antibiotic,Tablet,876 mg,AstraZeneca plc,Wound,Prescription,,2021-08-27,2024-02-03
Clariphen,Antidiabetic,Injection,404 mg,Boehringer Ingelheim GmbH,Wound,Prescription,,2023-02-07,2025-05-28
Cefprofen,Antidepressant,Capsule,310 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter,,2020-08-03,2022-04-26
Acetostatin,Antidepressant,Capsule,943 mg,Bayer AG,Wound,Over-the-Counter,,2023-09-30,2026-03-16
Ibuprophen,Analgesic,Capsule,583 mg,Eli Lilly and Company,Pain,Over-the-Counter,,2025-02-11,2026-05-27
Clarimet,Antidiabetic,Capsule,748 mg,Johnson & Johnson,Pain,Prescription,,2020-04-29,2022-09-27
Clarimet,Antiseptic,Syrup,205 mg,Novo Nordisk A/S,Wound,Prescription,,2021-03-23,2024-02-13
Metomycin,Antipyretic,Drops,857 mg,"Merck & Co., Inc.",Virus,Over-the-Counter,,2022-08-26,2024-09-24
Dolovir,Antipyretic,Injection,80 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,,2020-06-12,2021-11-07
Amoxiprofen,Antibiotic,Inhaler,407 mg,AstraZeneca plc,Depression,Over-the-Counter,,2024-04-08,2026-01-12
Amoxiprofen,Antipyretic,Tablet,783 mg,Eli Lilly and Company,Infection,Prescription,,2020-05-13,2022-10-19
Metonazole,Antibiotic,Capsule,910 mg,Biogen Inc.,Virus,Prescription,,2022-10-16,2023-11-10
Clarinazole,Antidepressant,Capsule,684 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter,,2022-11-27,2025-05-31
Dolomet,Antifungal,Inhaler,941 mg,GlaxoSmithKline plc,Diabetes,Prescription,,2020-09-18,2022-06-26
Metomycin,Antiviral,Inhaler,435 mg,GlaxoSmithKline plc,Fungus,Prescription,,2022-02-01,2024-05-29
Ibupromet,Antidepressant,Tablet,447 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription,,2024-01-28,2025-03-31
Dolophen,Antifungal,Ointment,831 mg,CSL Limited,Infection,Over-the-Counter,,2020-03-04,2021-06-22
Dextrovir,Antiseptic,Inhaler,568 mg,GlaxoSmithKline plc,Pain,Over-the-Counter,,2024-10-15,2026-01-10
Dolocillin,Antidiabetic,Tablet,539 mg,AbbVie Inc.,Pain,Prescription,,2021-01-21,2023-10-18
Amoximet,Antiviral,Ointment,804 mg,Roche Holding AG,Fever,Over-the-Counter,,2020-05-28,2022-07-23
Metonazole,Antipyretic,Syrup,835 mg,Pfizer Inc.,Fever,Over-the-Counter,,2023-04-20,2026-02-05
Dextronazole,Antifungal,Inhaler,506 mg,Johnson & Johnson,Virus,Over-the-Counter,,2022-09-13,2025-09-07
Metoprofen,Analgesic,Capsule,825 mg,Novartis AG,Diabetes,Prescription,,2020-10-06,2022-12-19
Dolomet,Antidepressant,Tablet,620 mg,Eli Lilly and Company,Depression,Over-the-Counter,,2020-05-14,2021-09-18
Doloprofen,Antifungal,Cream,512 mg,Amgen Inc.,Diabetes,Prescription,,2025-01-24,2026-11-13
Ibuprovir,Antipyretic,Drops,993 mg,Biogen Inc.,Infection,Prescription,,2020-06-11,2021-11-06
Cefvir,Antidepressant,Inhaler,299 mg,Bayer AG,Infection,Over-the-Counter,,2021-09-21,2023-08-13
Ibupronazole,Antiviral,Drops,892 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter,,2020-03-08,2021-07-25
Dextrovir,Antidiabetic,Capsule,647 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter,,2023-02-13,2024-06-13
Acetophen,Antifungal,Syrup,521 mg,Eli Lilly and Company,Pain,Prescription,,2024-11-23,2027-04-29
Dolocillin,Antipyretic,Capsule,340 mg,Sanofi S.A.,Pain,Prescription,,2022-08-26,2024-09-12
Ibupromycin,Antiviral,Capsule,867 mg,CSL Limited,Fungus,Prescription,,2023-01-02,2024-10-10
Dextromet,Antipyretic,Syrup,329 mg,Johnson & Johnson,Fungus,Prescription,,2021-04-09,2023-06-29
Dolonazole,Antiviral,Ointment,562 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription,,2023-08-23,2025-03-03
Acetonazole,Analgesic,Injection,356 mg,Biogen Inc.,Pain,Prescription,,2022-11-29,2025-11-04
Clariphen,Antidepressant,Inhaler,811 mg,Novartis AG,Fungus,Prescription,,2023-01-12,2025-08-26
Acetocillin,Antiviral,Drops,994 mg,GlaxoSmithKline plc,Infection,Over-the-Counter,,2021-07-31,2024-04-09
Cefvir,Analgesic,Ointment,13 mg,Novartis AG,Diabetes,Prescription,,2022-07-09,2024-01-30
Metostatin,Antipyretic,Inhaler,807 mg,"Merck & Co., Inc.",Fever,Prescription,,2023-09-15,2026-09-04
Dextrocillin,Analgesic,Ointment,911 mg,GlaxoSmithKline plc,Infection,Over-the-Counter,,2023-09-15,2026-06-14
Dextrophen,Antifungal,Injection,317 mg,Bayer AG,Infection,Prescription,,2022-04-08,2024-10-04
Cefcillin,Antidepressant,Ointment,264 mg,"Gilead Sciences, Inc.",Diabetes,Prescription,,2024-06-05,2025-08-07
Acetophen,Antidepressant,Drops,226 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter,,2021-10-09,2022-10-25
Cefnazole,Antibiotic,Injection,665 mg,AstraZeneca plc,Infection,Prescription,,2020-05-27,2022-08-04
Ibupromycin,Analgesic,Inhaler,285 mg,Biogen Inc.,Diabetes,Over-the-Counter,,2021-09-16,2022-12-29
Metostatin,Analgesic,Tablet,322 mg,Novo Nordisk A/S,Fever,Over-the-Counter,,2023-07-25,2025-10-06
Ibuprovir,Antipyretic,Cream,65 mg,Novo Nordisk A/S,Fever,Prescription,,2023-07-17,2026-03-27
Amoxistatin,Antibiotic,Cream,208 mg,Biogen Inc.,Fungus,Prescription,,2023-06-17,2026-05-04
Acetomet,Antidiabetic,Injection,468 mg,AbbVie Inc.,Depression,Prescription,,2025-05-13,2026-12-26
Amoxistatin,Antipyretic,Syrup,472 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription,,2025-03-14,2028-02-13
Metoprofen,Antibiotic,Ointment,60 mg,AbbVie Inc.,Diabetes,Prescription,,2023-05-28,2025-06-25
Doloprofen,Analgesic,Syrup,666 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter,,2024-10-21,2026-05-21
Amoxinazole,Antipyretic,Ointment,179 mg,Johnson & Johnson,Fever,Prescription,,2022-11-12,2025-09-15
Acetomycin,Antiviral,Syrup,521 mg,Biogen Inc.,Fever,Over-the-Counter,,2024-05-25,2026-03-18
Claristatin,Antiviral,Ointment,689 mg,Roche Holding AG,Wound,Prescription,,2022-04-21,2024-06-18
Clariphen,Antidiabetic,Injection,80 mg,Bayer AG,Fever,Prescription,,2021-10-26,2024-09-26
Acetonazole,Antiviral,Tablet,83 mg,Novo Nordisk A/S,Fever,Prescription,,2021-06-16,2023-07-21
Dolocillin,Antidiabetic,Capsule,43 mg,"Merck & Co., Inc.",Wound,Over-the-Counter,,2021-05-12,2023-10-17
Dextromycin,Antiseptic,Cream,857 mg,Roche Holding AG,Fungus,Over-the-Counter,,2024-04-01,2026-11-01
Ibuprostatin,Antidepressant,Tablet,218 mg,"Merck & Co., Inc.",Fever,Over-the-Counter,,2020-03-16,2022-09-19
Cefmycin,Analgesic,Ointment,467 mg,Sanofi S.A.,Fungus,Prescription,,2024-05-06,2026-06-07
Clarinazole,Antibiotic,Capsule,703 mg,Eli Lilly and Company,Pain,Over-the-Counter,,2022-05-10,2024-01-24
Amoximycin,Antibiotic,Cream,423 mg,Bayer AG,Fungus,Prescription,,2024-06-19,2025-10-22
Cefnazole,Antiseptic,Capsule,462 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription,,2023-07-20,2025-03-01
Ibuproprofen,Antifungal,Tablet,384 mg,Johnson & Johnson,Diabetes,Prescription,,2024-01-03,2026-12-24
Amoxinazole,Antiviral,Syrup,70 mg,Amgen Inc.,Fungus,Prescription,,2024-01-28,2025-12-25
Acetomet,Antifungal,Tablet,75 mg,"Merck & Co., Inc.",Wound,Over-the-Counter,,2022-10-15,2024-09-08
Clariphen,Analgesic,Cream,205 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter,,2020-07-26,2022-04-16
Dolonazole,Antiseptic,Cream,332 mg,Sanofi S.A.,Depression,Prescription,,2021-05-04,2022-10-21
Cefnazole,Antiviral,Capsule,109 mg,Bayer AG,Fungus,Over-the-Counter,,2023-11-22,2024-11-21
Dolophen,Antipyretic,Inhaler,683 mg,Bayer AG,Fever,Prescription,,2020-03-20,2023-03-10
Dextromycin,Antiviral,Ointment,455 mg,Novartis AG,Wound,Prescription,,2022-09-08,2024-05-05
Claristatin,Antifungal,Syrup,869 mg,Biogen Inc.,Virus,Over-the-Counter,,2024-09-16,2027-04-22
Acetovir,Analgesic,Ointment,120 mg,Amgen Inc.,Infection,Prescription,,2021-08-31,2024-04-22
Amoxicillin,Antibiotic,Drops,845 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter,,2023-02-26,2024-03-16
Ibupromet,Antibiotic,Drops,596 mg,CSL Limited,Diabetes,Prescription,,2023-09-04,2025-07-14
Metocillin,Antibiotic,Cream,812 mg,Novartis AG,Fungus,Prescription,,2022-02-25,2024-06-11
Acetomet,Antidepressant,Cream,990 mg,AbbVie Inc.,Diabetes,Over-the-Counter,,2024-05-07,2025-09-24
Ibupromet,Analgesic,Injection,354 mg,Eli Lilly and Company,Diabetes,Prescription,,2021-07-29,2023-06-26
Cefphen,Antibiotic,Inhaler,497 mg,"Merck & Co., Inc.",Depression,Over-the-Counter,,2022-02-23,2025-01-09
Dextrocillin,Antiviral,Inhaler,632 mg,"Merck & Co., Inc.",Depression,Prescription,,2023-08-07,2024-09-24
Dolocillin,Antidepressant,Inhaler,138 mg,Novartis AG,Virus,Prescription,,2024-03-04,2026-10-30
Clariphen,Antiseptic,Ointment,615 mg,Novartis AG,Wound,Over-the-Counter,,2025-06-05,2027-09-08
Metomycin,Antidiabetic,Inhaler,376 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter,,2024-05-20,2027-03-30
Dextrovir,Antidepressant,Tablet,538 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription,,2025-03-13,2027-04-07
Cefcillin,Antidepressant,Capsule,321 mg,Roche Holding AG,Pain,Prescription,,2022-11-06,2023-12-30
Clarimycin,Analgesic,Syrup,884 mg,"Merck & Co., Inc.",Fever,Prescription,,2020-06-15,2021-08-04
Clariphen,Analgesic,Injection,410 mg,GlaxoSmithKline plc,Virus,Over-the-Counter,,2021-04-04,2023-08-06
Claristatin,Antipyretic,Drops,532 mg,Novo Nordisk A/S,Infection,Prescription,,2023-05-01,2025-03-27
Clarimycin,Antifungal,Syrup,85 mg,"Gilead Sciences, Inc.",Virus,Prescription,,2025-06-12,2027-03-08
Ibupromet,Antidiabetic,Capsule,844 mg,AstraZeneca plc,Wound,Over-the-Counter,,2024-08-06,2026-08-02
Metomet,Antifungal,Ointment,358 mg,CSL Limited,Fungus,Prescription,,2021-03-14,2022-08-05
Dolostatin,Antibiotic,Injection,414 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter,,2024-03-03,2026-10-12
Ibuproprofen,Antifungal,Injection,342 mg,AstraZeneca plc,Fever,Prescription,,2020-11-30,2022-04-07
Clarimet,Antiviral,Syrup,683 mg,AbbVie Inc.,Fungus,Over-the-Counter,,2023-02-11,2025-02-19
Claricillin,Analgesic,Cream,541 mg,CSL Limited,Fever,Prescription,,2024-07-20,2026-12-06
Dextrophen,Antidepressant,Cream,96 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter,,2025-06-26,2028-03-09
Acetomycin,Antifungal,Syrup,542 mg,Biogen Inc.,Pain,Prescription,,2024-10-29,2025-10-29
Clariphen,Antiseptic,Capsule,802 mg,Sanofi S.A.,Depression,Over-the-Counter,,2024-12-21,2026-12-22
Clarinazole,Analgesic,Tablet,932 mg,Novartis AG,Depression,Over-the-Counter,,2024-04-17,2026-10-06
Clariphen,Antibiotic,Cream,402 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription,,2024-09-05,2027-05-25
Amoxivir,Analgesic,Inhaler,215 mg,CSL Limited,Depression,Over-the-Counter,,2022-12-11,2025-04-18
Acetocillin,Antipyretic,Tablet,189 mg,Bayer AG,Pain,Prescription,,2022-08-01,2024-01-21
Dolonazole,Analgesic,Tablet,112 mg,Sanofi S.A.,Wound,Over-the-Counter,,2022-10-22,2025-03-29
Metocillin,Antibiotic,Syrup,420 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter,,2024-07-20,2025-08-22
Dextrophen,Antibiotic,Injection,950 mg,Johnson & Johnson,Diabetes,Prescription,,2021-10-28,2023-09-10
Acetovir,Antibiotic,Inhaler,959 mg,AbbVie Inc.,Fever,Prescription,,2024-06-15,2027-01-20
Clariprofen,Antibiotic,Syrup,744 mg,Biogen Inc.,Pain,Prescription,,2021-12-17,2024-07-01
Acetoprofen,Analgesic,Inhaler,787 mg,Novo Nordisk A/S,Virus,Prescription,,2022-04-22,2023-11-18
Ibupromet,Antiviral,Tablet,259 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter,,2024-10-30,2027-10-26
Cefprofen,Antiseptic,Injection,487 mg,Novartis AG,Infection,Over-the-Counter,,2022-03-28,2024-09-30
Claristatin,Antidepressant,Drops,799 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter,,2021-03-11,2023-01-15
Cefstatin,Antidepressant,Cream,385 mg,CSL Limited,Infection,Over-the-Counter,,2023-06-18,2024-09-18
Metomet,Analgesic,Capsule,488 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter,,2021-09-13,2023-03-20
Acetonazole,Antifungal,Injection,718 mg,AstraZeneca plc,Virus,Prescription,,2022-10-05,2025-07-12
Amoxinazole,Antidiabetic,Capsule,748 mg,Sanofi S.A.,Diabetes,Prescription,,2021-12-08,2024-11-24
Amoxicillin,Antiseptic,Tablet,73 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter,,2022-05-21,2024-10-15
Ibuprostatin,Antidiabetic,Ointment,113 mg,"Merck & Co., Inc.",Depression,Over-the-Counter,,2023-06-03,2024-12-22
Metovir,Antiviral,Tablet,360 mg,"Merck & Co., Inc.",Wound,Prescription,,2020-08-24,2022-12-27
Dextroprofen,Antiseptic,Tablet,919 mg,Pfizer Inc.,Depression,Prescription,,2020-12-21,2023-10-19
Acetomycin,Analgesic,Injection,559 mg,AstraZeneca plc,Depression,Over-the-Counter,,2021-04-21,2022-06-13
Cefprofen,Antidiabetic,Syrup,391 mg,Sanofi S.A.,Fungus,Over-the-Counter,,2024-12-09,2027-03-29
Dolocillin,Antifungal,Drops,512 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription,,2023-04-23,2024-07-24
Acetocillin,Antiseptic,Injection,801 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter,,2020-11-30,2022-10-09
Metophen,Antiseptic,Inhaler,884 mg,Bayer AG,Virus,Over-the-Counter,,2022-10-05,2025-04-29
Clarivir,Antiseptic,Ointment,68 mg,GlaxoSmithKline plc,Pain,Prescription,,2023-07-26,2025-07-19
Dolovir,Antifungal,Cream,700 mg,GlaxoSmithKline plc,Depression,Over-the-Counter,,2021-04-30,2022-10-14
Cefvir,Analgesic,Syrup,372 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription,,2022-09-05,2024-10-06
Clariphen,Antiviral,Drops,550 mg,Biogen Inc.,Wound,Over-the-Counter,,2020-06-08,2022-11-26
Dolophen,Antidepressant,Ointment,926 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter,,2024-08-18,2026-09-15
Metophen,Analgesic,Cream,42 mg,CSL Limited,Wound,Prescription,,2024-12-06,2026-11-26
Cefmet,Antiseptic,Ointment,755 mg,Roche Holding AG,Diabetes,Over-the-Counter,,2020-07-25,2021-09-10
Dextroprofen,Antibiotic,Cream,849 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter,,2023-01-18,2025-03-24
Cefcillin,Antidiabetic,Drops,480 mg,Pfizer Inc.,Diabetes,Over-the-Counter,,2023-10-12,2026-09-11
Amoxivir,Antiseptic,Tablet,757 mg,AbbVie Inc.,Fungus,Prescription,,2021-06-15,2022-08-06
Clariprofen,Antiseptic,Ointment,281 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter,,2020-03-26,2021-11-21
Clarivir,Antifungal,Ointment,834 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription,,2022-03-06,2024-04-03
Dextronazole,Antidepressant,Capsule,825 mg,"Merck & Co., Inc.",Fungus,Prescription,,2024-03-09,2025-04-04
Acetomycin,Antidiabetic,Drops,695 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription,,2021-08-30,2022-10-27
Dolonazole,Analgesic,Tablet,85 mg,Bayer AG,Fever,Prescription,,2023-09-11,2025-03-14
Dolostatin,Antipyretic,Capsule,938 mg,Novo Nordisk A/S,Virus,Prescription,,2025-06-06,2026-10-24
Dextrostatin,Antibiotic,Drops,139 mg,CSL Limited,Fever,Over-the-Counter,,2024-03-15,2025-05-10
Metostatin,Antidepressant,Syrup,530 mg,Pfizer Inc.,Depression,Over-the-Counter,,2022-07-30,2025-07-05
Acetomycin,Antidepressant,Capsule,44 mg,Novo Nordisk A/S,Pain,Prescription,,2020-09-13,2022-12-06
Ibuprovir,Antibiotic,Drops,21 mg,Biogen Inc.,Pain,Over-the-Counter,,2025-06-08,2026-09-21
Acetocillin,Antipyretic,Capsule,780 mg,Boehringer Ingelheim GmbH,Infection,Prescription,,2023-05-14,2025-02-16
Dolostatin,Antiseptic,Capsule,254 mg,AstraZeneca plc,Virus,Over-the-Counter,,2023-06-22,2025-10-01
Acetomet,Antiviral,Ointment,873 mg,Bristol-Myers Squibb Company,Depression,Prescription,,2024-02-22,2026-04-29
Clarimycin,Antiviral,Syrup,428 mg,GlaxoSmithKline plc,Fungus,Prescription,,2024-06-13,2027-04-23
Cefnazole,Antipyretic,Syrup,466 mg,Eli Lilly and Company,Wound,Over-the-Counter,,2020-04-22,2022-03-27
Cefnazole,Antidepressant,Ointment,549 mg,Novo Nordisk A/S,Infection,Over-the-Counter,,2024-04-22,2027-04-17
Dextrovir,Antiseptic,Syrup,528 mg,CSL Limited,Fever,Over-the-Counter,,2024-07-29,2026-12-24
Acetomycin,Antibiotic,Capsule,531 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter,,2022-02-05,2024-03-09
Ibupromycin,Antipyretic,Tablet,268 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter,,2023-04-21,2024-10-18
Clarivir,Antidiabetic,Tablet,977 mg,Novartis AG,Pain,Prescription,,2024-02-20,2025-12-17
Dolonazole,Antiviral,Injection,437 mg,AstraZeneca plc,Depression,Over-the-Counter,,2023-05-13,2024-11-10
Ibupromet,Antibiotic,Inhaler,986 mg,Eli Lilly and Company,Wound,Over-the-Counter,,2022-08-28,2025-01-18
Cefvir,Antidiabetic,Capsule,198 mg,Biogen Inc.,Infection,Prescription,,2021-12-06,2023-03-10
Clariprofen,Antifungal,Drops,591 mg,Eli Lilly and Company,Fungus,Prescription,,2021-03-20,2023-05-07
Amoxivir,Antifungal,Tablet,962 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter,,2023-11-13,2025-04-16
Ibuprovir,Analgesic,Ointment,736 mg,Boehringer Ingelheim GmbH,Virus,Prescription,,2020-11-08,2023-09-30
Amoxivir,Antibiotic,Drops,389 mg,Novo Nordisk A/S,Fever,Over-the-Counter,,2020-10-25,2022-01-29
Cefstatin,Antipyretic,Cream,186 mg,CSL Limited,Infection,Over-the-Counter,,2021-06-17,2023-06-20
Dolomycin,Antidepressant,Syrup,407 mg,GlaxoSmithKline plc,Infection,Prescription,,2024-04-18,2025-12-11
Cefmycin,Antiseptic,Capsule,37 mg,Pfizer Inc.,Fever,Over-the-Counter,,2022-05-20,2023-06-01
Dextromycin,Antidepressant,Cream,588 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter,,2022-05-03,2024-02-27
Cefprofen,Antidepressant,Injection,156 mg,Roche Holding AG,Fever,Prescription,,2025-07-31,2027-01-28
Metophen,Antiviral,Cream,572 mg,Bayer AG,Depression,Prescription,,2024-09-26,2026-02-27
Cefphen,Antidepressant,Drops,997 mg,Pfizer Inc.,Wound,Prescription,,2021-05-22,2023-06-16
Amoxivir,Antidepressant,Cream,561 mg,AstraZeneca plc,Virus,Over-the-Counter,,2021-02-23,2022-08-18
Dolomycin,Antibiotic,Inhaler,662 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter,,2020-05-21,2022-12-24
Cefnazole,Antibiotic,Drops,99 mg,GlaxoSmithKline plc,Diabetes,Prescription,,2025-01-21,2027-09-08
Amoxicillin,Antiviral,Capsule,11 mg,Amgen Inc.,Infection,Prescription,,2025-05-10,2028-04-09
Metophen,Antipyretic,Ointment,47 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter,,2022-12-24,2025-08-18
Acetocillin,Antiseptic,Injection,574 mg,CSL Limited,Fungus,Over-the-Counter,,2022-10-09,2023-12-16
Ibuproprofen,Antidiabetic,Ointment,406 mg,"Gilead Sciences, Inc.",Pain,Prescription,,2021-10-04,2023-08-07
Amoximycin,Antidepressant,Syrup,349 mg,"Merck & Co., Inc.",Wound,Prescription,,2023-11-07,2026-09-12
Cefnazole,Antiviral,Syrup,5 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter,,2020-01-25,2022-12-15
Acetophen,Antiseptic,Tablet,443 mg,Amgen Inc.,Fever,Prescription,,2025-05-30,2027-11-25
Dolonazole,Antibiotic,Syrup,782 mg,Johnson & Johnson,Infection,Over-the-Counter,,2020-04-04,2021-05-26
Amoxinazole,Antidepressant,Syrup,491 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter,,2024-03-01,2025-10-02
Cefmet,Antibiotic,Tablet,898 mg,"Merck & Co., Inc.",Diabetes,Prescription,,2023-03-14,2026-02-24
Clariprofen,Antidepressant,Injection,616 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription,,2024-09-09,2025-10-16
Acetomet,Antipyretic,Injection,790 mg,Amgen Inc.,Wound,Over-the-Counter,,2022-08-11,2024-10-11
Dolophen,Antidiabetic,Inhaler,459 mg,Novo Nordisk A/S,Pain,Prescription,,2022-09-21,2024-06-07
Amoxiprofen,Antiseptic,Cream,684 mg,AstraZeneca plc,Wound,Prescription,,2023-01-23,2025-01-30
Ibupromet,Antiseptic,Syrup,137 mg,AstraZeneca plc,Depression,Over-the-Counter,,2025-03-01,2026-03-31
Acetocillin,Antibiotic,Tablet,211 mg,"Merck & Co., Inc.",Wound,Prescription,,2025-06-28,2027-07-25
Metocillin,Antifungal,Cream,846 mg,Johnson & Johnson,Pain,Prescription,,2023-11-27,2026-01-24
Dextrophen,Antipyretic,Syrup,128 mg,Bayer AG,Virus,Prescription,,2023-04-04,2024-04-07
Dolomycin,Antiseptic,Tablet,346 mg,Pfizer Inc.,Wound,Prescription,,2022-01-31,2024-12-21
Amoximycin,Antidiabetic,Ointment,507 mg,Johnson & Johnson,Fungus,Over-the-Counter,,2020-03-07,2021-04-29
Cefstatin,Antiviral,Ointment,18 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter,,2023-01-28,2025-06-14
Cefstatin,Antiviral,Syrup,373 mg,Eli Lilly and Company,Fever,Prescription,,2022-06-07,2024-10-26
Clarimet,Antidepressant,Cream,922 mg,Sanofi S.A.,Diabetes,Over-the-Counter,,2023-10-02,2025-12-27
Dextronazole,Antifungal,Injection,436 mg,CSL Limited,Virus,Over-the-Counter,,2021-08-30,2023-03-17
Ibupronazole,Antipyretic,Ointment,987 mg,Boehringer Ingelheim GmbH,Fever,Prescription,,2024-02-02,2025-10-31
Acetovir,Antiseptic,Tablet,258 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter,,2023-12-23,2025-08-04
Metomycin,Antiseptic,Injection,38 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter,,2023-11-13,2026-02-25
Dextrocillin,Antiviral,Inhaler,985 mg,Amgen Inc.,Depression,Prescription,,2021-08-18,2022-09-04
Metocillin,Antifungal,Capsule,586 mg,Roche Holding AG,Infection,Over-the-Counter,,2024-09-07,2027-05-28
Claricillin,Antiseptic,Drops,7 mg,Pfizer Inc.,Infection,Over-the-Counter,,2025-02-20,2026-03-01
Dextromet,Antiviral,Tablet,801 mg,Biogen Inc.,Infection,Over-the-Counter,,2022-07-26,2023-09-02
Ibupromycin,Antifungal,Cream,584 mg,Novo Nordisk A/S,Pain,Prescription,,2020-01-20,2021-02-28
Ibupromycin,Antifungal,Syrup,258 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter,,2025-07-05,2028-03-15
Dextrocillin,Antiviral,Ointment,927 mg,Pfizer Inc.,Infection,Prescription,,2020-03-03,2021-04-15
Dextromet,Antidepressant,Tablet,59 mg,Novo Nordisk A/S,Depression,Over-the-Counter,,2025-06-20,2027-01-02
Metoprofen,Antipyretic,Tablet,526 mg,Roche Holding AG,Pain,Over-the-Counter,,2024-09-26,2026-07-21
Amoxistatin,Antibiotic,Cream,568 mg,Eli Lilly and Company,Fungus,Over-the-Counter,,2020-05-26,2021-12-20
Dextronazole,Antiseptic,Drops,773 mg,Bayer AG,Wound,Prescription,,2020-08-19,2022-11-20
Amoximet,Analgesic,Inhaler,112 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription,,2023-11-30,2026-10-17
Amoxivir,Antidiabetic,Injection,599 mg,Novartis AG,Virus,Over-the-Counter,,2021-03-23,2022-11-13
Dolonazole,Antiviral,Cream,31 mg,Bayer AG,Diabetes,Prescription,,2024-07-19,2026-12-15
Dextromet,Antibiotic,Cream,378 mg,Roche Holding AG,Depression,Over-the-Counter,,2021-12-29,2023-12-23
Amoxivir,Antidiabetic,Injection,112 mg,"Gilead Sciences, Inc.",Diabetes,Prescription,,2021-08-22,2023-09-08
Metostatin,Antiseptic,Injection,811 mg,Novo Nordisk A/S,Virus,Over-the-Counter,,2021-07-22,2023-09-21
Amoxistatin,Antidiabetic,Inhaler,580 mg,Amgen Inc.,Diabetes,Over-the-Counter,,2020-01-08,2021-12-16
