Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,Unnamed: 7,Manufactured Date,Expiry Date,Strength_mg
acetoprofen,antibiotic,injection,451 mg,bayer ag,fever,over-the-counter,,2020-12-07,2023-05-05,451.0
amoxicillin,analgesic,drops,912 mg,teva pharmaceutical industries ltd.,fungus,over-the-counter,,2021-12-27,2024-06-06,912.0
clariprofen,antipyretic,drops,71 mg,biogen inc.,infection,prescription,,2023-06-23,2025-07-14,71.0
clarivir,antidepressant,ointment,907 mg,amgen inc.,virus,over-the-counter,,2025-02-09,2026-11-14,907.0
dolovir,antiviral,cream,285 mg,roche holding ag,diabetes,prescription,,2020-02-19,2021-05-30,285.0
ibupronazole,antiviral,syrup,960 mg,boehringer ingelheim gmbh,diabetes,prescription,,2021-07-16,2024-02-24,960.0
acetostatin,antidepressant,inhaler,222 mg,bristol-myers squibb company,diabetes,prescription,,2020-03-19,2022-04-12,222.0
clarimet,antibiotic,drops,384 mg,csl limited,fungus,over-the-counter,,2021-07-17,2023-02-03,384.0
acetostatin,antiviral,syrup,529 mg,johnson & johnson,pain,prescription,,2025-07-11,2028-01-28,529.0
acetomycin,analgesic,injection,570 mg,"gilead sciences, inc.",fever,over-the-counter,,2024-04-21,2027-04-11,570.0
acetonazole,antibiotic,ointment,117 mg,"gilead sciences, inc.",diabetes,over-the-counter,,2024-09-24,2026-10-20,117.0
dextronazole,analgesic,drops,196 mg,csl limited,depression,prescription,,2023-09-15,2025-09-02,196.0
claricillin,antibiotic,capsule,599 mg,teva pharmaceutical industries ltd.,wound,over-the-counter,,2020-07-22,2023-03-06,599.0
claricillin,antibiotic,drops,457 mg,eli lilly and company,virus,over-the-counter,,2020-04-27,2021-12-17,457.0
ibuprocillin,antidiabetic,inhaler,451 mg,eli lilly and company,depression,prescription,,2025-01-06,2026-04-29,451.0
clarivir,antiviral,cream,213 mg,novartis ag,depression,prescription,,2025-05-07,2026-07-12,213.0
dextrovir,antifungal,syrup,503 mg,johnson & johnson,fungus,over-the-counter,,2023-09-29,2024-11-06,503.0
doloprofen,antidepressant,ointment,672 mg,"merck & co., inc.",depression,prescription,,2020-10-23,2022-02-02,672.0
dolomet,antiviral,cream,391 mg,csl limited,pain,over-the-counter,,2023-09-19,2025-11-02,391.0
amoxivir,antiseptic,ointment,916 mg,sanofi s.a.,infection,prescription,,2024-07-15,2026-05-05,916.0
clariprofen,antifungal,ointment,218 mg,"merck & co., inc.",fever,over-the-counter,,2020-03-29,2022-10-14,218.0
amoxistatin,antipyretic,cream,873 mg,"gilead sciences, inc.",fever,prescription,,2025-04-19,2027-11-03,873.0
amoximet,analgesic,ointment,712 mg,glaxosmithkline plc,wound,prescription,,2024-11-25,2025-12-31,712.0
metomet,analgesic,syrup,101 mg,astrazeneca plc,diabetes,over-the-counter,,2022-07-24,2023-09-28,101.0
clarinazole,antidiabetic,injection,888 mg,sanofi s.a.,diabetes,over-the-counter,,2023-02-26,2025-04-03,888.0
clariprofen,antiseptic,ointment,48 mg,sanofi s.a.,infection,prescription,,2024-06-02,2027-04-06,48.0
clariprofen,antipyretic,ointment,233 mg,takeda pharmaceutical company limited,fever,prescription,,2025-02-01,2026-08-25,233.0
cefprofen,antifungal,cream,738 mg,pfizer inc.,diabetes,over-the-counter,,2021-10-06,2023-09-11,738.0
dextroprofen,antidepressant,injection,413 mg,biogen inc.,virus,prescription,,2022-08-08,2023-09-28,413.0
cefmycin,antibiotic,injection,208 mg,amgen inc.,wound,over-the-counter,,2024-04-22,2026-06-21,208.0
amoxiprofen,antifungal,injection,249 mg,bayer ag,pain,over-the-counter,,2020-02-10,2021-09-05,249.0
cefprofen,antidiabetic,ointment,701 mg,glaxosmithkline plc,virus,over-the-counter,,2022-05-24,2024-10-18,701.0
amoxiprofen,antiviral,capsule,584 mg,novo nordisk a/s,fungus,prescription,,2022-04-10,2025-01-09,584.0
ibupromet,antidepressant,drops,271 mg,abbvie inc.,fungus,prescription,,2021-11-18,2023-05-14,271.0
amoxiphen,antipyretic,capsule,729 mg,astrazeneca plc,fungus,over-the-counter,,2021-03-12,2024-01-16,729.0
dextrocillin,antibiotic,inhaler,463 mg,"merck & co., inc.",infection,over-the-counter,,2023-09-12,2024-10-02,463.0
acetocillin,antibiotic,injection,898 mg,boehringer ingelheim gmbh,wound,prescription,,2024-06-03,2026-06-06,898.0
acetocillin,antibiotic,injection,91 mg,bristol-myers squibb company,pain,over-the-counter,,2022-07-24,2023-10-13,91.0
dextrovir,antifungal,syrup,891 mg,glaxosmithkline plc,virus,over-the-counter,,2025-07-08,2026-12-18,891.0
amoximycin,antifungal,capsule,175 mg,abbvie inc.,pain,prescription,,2022-08-07,2024-08-17,175.0
cefphen,antidiabetic,tablet,32 mg,takeda pharmaceutical company limited,wound,over-the-counter,,2023-11-30,2024-12-01,32.0
amoxistatin,antifungal,drops,684 mg,"merck & co., inc.",fungus,prescription,,2021-03-21,2024-02-02,684.0
dextroprofen,antidepressant,ointment,90 mg,"gilead sciences, inc.",fever,over-the-counter,,2024-07-15,2025-11-09,90.0
dextrovir,antiviral,inhaler,482 mg,takeda pharmaceutical company limited,pain,prescription,,2022-05-22,2025-03-07,482.0
cefnazole,antipyretic,syrup,542 mg,abbvie inc.,pain,prescription,,2023-07-13,2025-08-10,542.0
amoxicillin,antidepressant,syrup,67 mg,abbvie inc.,wound,prescription,,2021-10-13,2023-07-05,67.0
ibuprostatin,antibiotic,tablet,760 mg,roche holding ag,diabetes,over-the-counter,,2024-02-18,2026-04-27,760.0
cefmet,antifungal,tablet,306 mg,roche holding ag,wound,prescription,,2021-06-13,2024-04-24,306.0
ibupromycin,antidiabetic,injection,853 mg,"gilead sciences, inc.",fungus,over-the-counter,,2025-04-14,2028-04-07,853.0
metovir,analgesic,syrup,276 mg,abbvie inc.,infection,prescription,,2021-11-21,2023-07-05,276.0
clarimet,antipyretic,capsule,420 mg,novartis ag,virus,prescription,,2022-05-04,2024-05-13,420.0
amoximet,analgesic,capsule,388 mg,pfizer inc.,pain,over-the-counter,,2022-04-23,2024-01-09,388.0
dextronazole,analgesic,tablet,671 mg,teva pharmaceutical industries ltd.,pain,over-the-counter,,2023-11-24,2025-11-23,671.0
acetonazole,analgesic,injection,50 mg,biogen inc.,fever,over-the-counter,,2020-09-20,2022-11-21,50.0
metonazole,antidiabetic,cream,438 mg,csl limited,depression,over-the-counter,,2022-08-05,2023-08-12,438.0
clarivir,antidiabetic,capsule,662 mg,teva pharmaceutical industries ltd.,depression,prescription,,2024-04-05,2025-05-15,662.0
dextrostatin,antiseptic,capsule,469 mg,"merck & co., inc.",pain,over-the-counter,,2024-06-18,2026-03-01,469.0
dextrostatin,analgesic,ointment,800 mg,glaxosmithkline plc,depression,prescription,,2022-08-31,2025-06-03,800.0
clarimycin,analgesic,injection,786 mg,roche holding ag,depression,over-the-counter,,2021-07-02,2024-01-16,786.0
clarivir,antidiabetic,capsule,121 mg,pfizer inc.,infection,over-the-counter,,2021-03-06,2022-06-15,121.0
dolocillin,antipyretic,cream,786 mg,novartis ag,fungus,over-the-counter,,2020-11-19,2022-06-25,786.0
dolomet,antibiotic,tablet,163 mg,"merck & co., inc.",diabetes,over-the-counter,,2020-06-12,2022-02-10,163.0
amoxivir,antiviral,cream,449 mg,sanofi s.a.,virus,prescription,,2020-08-11,2022-06-09,449.0
clarimycin,antipyretic,ointment,643 mg,glaxosmithkline plc,depression,over-the-counter,,2020-12-10,2022-12-14,643.0
amoxinazole,analgesic,cream,49 mg,amgen inc.,virus,prescription,,2023-01-23,2024-10-23,49.0
metocillin,antibiotic,inhaler,444 mg,bristol-myers squibb company,pain,prescription,,2024-09-06,2025-11-14,444.0
metophen,antidiabetic,drops,615 mg,biogen inc.,diabetes,prescription,,2024-06-06,2025-07-22,615.0
dolovir,antiviral,drops,139 mg,astrazeneca plc,wound,over-the-counter,,2021-12-09,2023-04-04,139.0
cefmycin,antipyretic,capsule,114 mg,johnson & johnson,infection,over-the-counter,,2023-03-05,2025-10-14,114.0
clarimycin,antipyretic,tablet,399 mg,amgen inc.,wound,prescription,,2022-09-05,2025-02-02,399.0
acetoprofen,antibiotic,drops,496 mg,takeda pharmaceutical company limited,fever,over-the-counter,,2025-05-05,2027-01-13,496.0
metomet,antidiabetic,syrup,502 mg,abbvie inc.,diabetes,prescription,,2020-10-31,2023-07-11,502.0
metonazole,antidiabetic,drops,9 mg,bayer ag,virus,prescription,,2023-04-03,2024-09-21,9.0
clariphen,antiseptic,injection,935 mg,amgen inc.,diabetes,over-the-counter,,2022-11-16,2025-01-17,935.0
clarinazole,antidepressant,tablet,915 mg,bayer ag,fungus,over-the-counter,,2025-06-16,2026-07-21,915.0
dextromet,antibiotic,tablet,835 mg,johnson & johnson,pain,over-the-counter,,2024-01-13,2026-02-22,835.0
acetomycin,antifungal,injection,648 mg,glaxosmithkline plc,virus,over-the-counter,,2021-09-02,2023-10-22,648.0
ibupronazole,antiviral,drops,970 mg,bayer ag,pain,prescription,,2023-08-15,2026-06-29,970.0
amoxinazole,antipyretic,drops,282 mg,boehringer ingelheim gmbh,virus,over-the-counter,,2022-02-17,2024-04-03,282.0
metonazole,antidepressant,drops,71 mg,novartis ag,fungus,prescription,,2020-02-13,2022-06-14,71.0
dolocillin,analgesic,cream,323 mg,johnson & johnson,wound,prescription,,2023-07-06,2026-05-27,323.0
acetocillin,analgesic,ointment,709 mg,sanofi s.a.,depression,prescription,,2025-04-27,2027-03-13,709.0
claricillin,antibiotic,drops,742 mg,glaxosmithkline plc,fever,prescription,,2024-06-02,2025-08-13,742.0
dolophen,antipyretic,inhaler,44 mg,boehringer ingelheim gmbh,depression,prescription,,2025-06-12,2028-01-01,44.0
metoprofen,antiseptic,injection,780 mg,boehringer ingelheim gmbh,wound,over-the-counter,,2025-02-10,2027-09-10,780.0
metophen,analgesic,syrup,427 mg,biogen inc.,pain,over-the-counter,,2022-04-16,2025-01-18,427.0
clariphen,antiviral,injection,859 mg,takeda pharmaceutical company limited,fungus,over-the-counter,,2020-05-22,2022-07-08,859.0
ibupromet,analgesic,tablet,258 mg,teva pharmaceutical industries ltd.,virus,prescription,,2022-02-11,2023-06-14,258.0
acetostatin,antidiabetic,tablet,216 mg,astrazeneca plc,diabetes,prescription,,2024-05-10,2026-05-29,216.0
ibuprovir,antipyretic,syrup,102 mg,csl limited,infection,prescription,,2020-01-01,2022-08-26,102.0
dextrostatin,analgesic,injection,66 mg,abbvie inc.,diabetes,over-the-counter,,2023-10-20,2026-08-02,66.0
ibuprophen,antipyretic,capsule,248 mg,boehringer ingelheim gmbh,virus,prescription,,2023-01-23,2024-09-10,248.0
acetocillin,antiseptic,drops,229 mg,"gilead sciences, inc.",fever,prescription,,2024-11-06,2027-06-10,229.0
cefstatin,antifungal,inhaler,912 mg,takeda pharmaceutical company limited,diabetes,over-the-counter,,2024-11-03,2027-01-09,912.0
dolocillin,antiseptic,inhaler,623 mg,"merck & co., inc.",fungus,over-the-counter,,2021-10-11,2024-02-13,623.0
amoxinazole,antidiabetic,drops,5 mg,sanofi s.a.,pain,prescription,,2025-04-04,2028-02-19,5.0
ibupronazole,antibiotic,syrup,393 mg,"merck & co., inc.",fever,over-the-counter,,2022-03-10,2023-06-03,393.0
amoximet,antifungal,cream,186 mg,sanofi s.a.,virus,prescription,,2021-05-16,2022-06-14,186.0
cefstatin,antidiabetic,drops,706 mg,bayer ag,diabetes,prescription,,2021-01-19,2023-11-16,706.0
dolostatin,antidiabetic,ointment,963 mg,takeda pharmaceutical company limited,pain,over-the-counter,,2020-03-14,2021-09-29,963.0
cefvir,antidiabetic,cream,931 mg,johnson & johnson,diabetes,over-the-counter,,2020-06-28,2021-11-30,931.0
ibuprocillin,analgesic,tablet,859 mg,amgen inc.,infection,over-the-counter,,2023-12-29,2026-06-12,859.0
amoxiprofen,analgesic,ointment,957 mg,takeda pharmaceutical company limited,infection,over-the-counter,,2025-01-03,2027-12-18,957.0
ibuprocillin,analgesic,capsule,276 mg,boehringer ingelheim gmbh,diabetes,prescription,,2025-03-06,2026-08-04,276.0
cefmycin,antiseptic,capsule,116 mg,sanofi s.a.,diabetes,over-the-counter,,2022-02-16,2023-05-03,116.0
acetomet,antidiabetic,ointment,904 mg,bayer ag,infection,over-the-counter,,2025-07-28,2027-06-20,904.0
dextromycin,antidiabetic,syrup,993 mg,abbvie inc.,infection,prescription,,2024-11-20,2026-05-10,993.0
ibuprovir,antiseptic,capsule,724 mg,boehringer ingelheim gmbh,infection,prescription,,2021-03-26,2023-05-04,724.0
clarivir,antipyretic,cream,275 mg,takeda pharmaceutical company limited,virus,over-the-counter,,2022-11-11,2024-12-20,275.0
dextrostatin,analgesic,drops,62 mg,bayer ag,wound,over-the-counter,,2021-09-28,2024-08-25,62.0
dolophen,antidiabetic,drops,871 mg,teva pharmaceutical industries ltd.,fever,over-the-counter,,2020-10-01,2022-09-27,871.0
dextronazole,antiviral,tablet,225 mg,amgen inc.,virus,over-the-counter,,2023-06-02,2024-10-06,225.0
dextrophen,antiseptic,cream,763 mg,biogen inc.,virus,prescription,,2020-05-19,2022-10-23,763.0
acetomycin,antifungal,ointment,845 mg,boehringer ingelheim gmbh,pain,over-the-counter,,2020-07-31,2022-07-01,845.0
ibuprovir,antiviral,drops,444 mg,bayer ag,depression,prescription,,2022-12-01,2025-10-23,444.0
claristatin,antifungal,drops,603 mg,boehringer ingelheim gmbh,fungus,prescription,,2020-01-18,2021-10-08,603.0
ibupromycin,antifungal,cream,749 mg,takeda pharmaceutical company limited,wound,prescription,,2023-05-01,2024-11-10,749.0
ibupromet,antibiotic,ointment,325 mg,novartis ag,depression,over-the-counter,,2023-09-01,2024-12-08,325.0
metostatin,antiseptic,syrup,603 mg,astrazeneca plc,infection,over-the-counter,,2024-03-08,2026-09-22,603.0
dextroprofen,antibiotic,capsule,512 mg,boehringer ingelheim gmbh,pain,over-the-counter,,2024-06-27,2026-07-02,512.0
acetophen,antiseptic,drops,777 mg,bayer ag,diabetes,prescription,,2020-07-30,2022-09-30,777.0
amoxinazole,antifungal,inhaler,279 mg,takeda pharmaceutical company limited,fever,prescription,,2021-09-12,2024-04-20,279.0
dolomet,antidepressant,ointment,668 mg,glaxosmithkline plc,diabetes,prescription,,2022-06-23,2023-11-02,668.0
clariprofen,analgesic,ointment,603 mg,bayer ag,virus,over-the-counter,,2023-10-30,2025-07-11,603.0
clarinazole,antiviral,syrup,31 mg,roche holding ag,wound,over-the-counter,,2023-05-07,2025-07-29,31.0
clarimet,antidepressant,syrup,907 mg,johnson & johnson,fever,prescription,,2024-11-25,2027-11-15,907.0
metovir,antiviral,capsule,204 mg,novartis ag,fungus,prescription,,2020-10-09,2022-11-16,204.0
ibuprovir,antidepressant,cream,883 mg,"gilead sciences, inc.",wound,prescription,,2022-03-04,2024-12-17,883.0
dextroprofen,antidiabetic,tablet,825 mg,boehringer ingelheim gmbh,infection,over-the-counter,,2025-05-16,2027-12-16,825.0
ibuprocillin,antifungal,injection,364 mg,novartis ag,fungus,over-the-counter,,2020-07-09,2021-08-31,364.0
metonazole,antiseptic,capsule,742 mg,"merck & co., inc.",wound,over-the-counter,,2022-12-20,2025-01-29,742.0
dolocillin,antiseptic,syrup,326 mg,biogen inc.,wound,prescription,,2022-10-24,2024-11-11,326.0
acetoprofen,antidepressant,syrup,670 mg,csl limited,depression,over-the-counter,,2022-08-03,2024-03-31,670.0
ibupromycin,antidepressant,injection,372 mg,boehringer ingelheim gmbh,wound,prescription,,2024-03-02,2025-04-17,372.0
metophen,analgesic,cream,374 mg,"gilead sciences, inc.",pain,prescription,,2022-05-24,2023-09-15,374.0
ibupromycin,antiviral,tablet,600 mg,"gilead sciences, inc.",infection,over-the-counter,,2022-11-23,2025-10-30,600.0
metostatin,antiseptic,drops,458 mg,"merck & co., inc.",fever,over-the-counter,,2022-07-25,2023-12-01,458.0
cefmycin,antiviral,inhaler,30 mg,csl limited,virus,over-the-counter,,2022-01-01,2024-07-10,30.0
cefprofen,antiviral,inhaler,40 mg,pfizer inc.,virus,over-the-counter,,2020-06-19,2021-11-20,40.0
clarimycin,antidepressant,capsule,770 mg,novartis ag,virus,prescription,,2022-01-31,2024-06-08,770.0
amoxicillin,antidiabetic,drops,294 mg,astrazeneca plc,depression,over-the-counter,,2025-04-25,2026-07-15,294.0
acetostatin,antidiabetic,injection,727 mg,"merck & co., inc.",pain,prescription,,2021-08-05,2024-06-03,727.0
dolomet,antidiabetic,tablet,174 mg,eli lilly and company,depression,over-the-counter,,2020-12-21,2022-01-14,174.0
ibuproprofen,analgesic,capsule,214 mg,"merck & co., inc.",fungus,over-the-counter,,2023-08-31,2025-07-29,214.0
cefmet,antiviral,drops,812 mg,"merck & co., inc.",infection,over-the-counter,,2020-09-02,2022-03-02,812.0
clariprofen,antiviral,injection,408 mg,eli lilly and company,fungus,over-the-counter,,2021-03-23,2023-05-28,408.0
dolomet,antidiabetic,inhaler,910 mg,takeda pharmaceutical company limited,fungus,over-the-counter,,2025-06-12,2026-12-02,910.0
amoxivir,antipyretic,inhaler,588 mg,sanofi s.a.,fungus,prescription,,2024-03-07,2025-04-16,588.0
cefvir,antiseptic,drops,855 mg,bayer ag,wound,prescription,,2021-11-19,2024-02-06,855.0
dextrovir,antipyretic,injection,930 mg,abbvie inc.,fever,over-the-counter,,2022-11-09,2024-12-07,930.0
clarimet,antifungal,cream,948 mg,takeda pharmaceutical company limited,depression,prescription,,2021-03-17,2022-12-29,948.0
ibuproprofen,antipyretic,cream,261 mg,abbvie inc.,virus,over-the-counter,,2024-10-01,2027-04-14,261.0
clarimycin,analgesic,inhaler,729 mg,astrazeneca plc,wound,prescription,,2021-07-16,2023-04-03,729.0
amoxistatin,antiviral,injection,14 mg,novo nordisk a/s,depression,prescription,,2022-01-15,2023-03-12,14.0
acetoprofen,antibiotic,syrup,576 mg,astrazeneca plc,virus,prescription,,2024-08-18,2025-08-23,576.0
claristatin,antifungal,drops,33 mg,novartis ag,fever,prescription,,2021-04-27,2023-11-06,33.0
dextronazole,analgesic,syrup,126 mg,takeda pharmaceutical company limited,depression,prescription,,2023-08-26,2026-03-22,126.0
acetoprofen,antidepressant,injection,988 mg,astrazeneca plc,diabetes,over-the-counter,,2024-11-11,2027-06-12,988.0
acetomycin,antiviral,inhaler,300 mg,glaxosmithkline plc,virus,over-the-counter,,2023-04-18,2026-03-12,300.0
cefnazole,antidiabetic,drops,399 mg,amgen inc.,diabetes,over-the-counter,,2020-12-18,2022-05-28,399.0
dextrostatin,antiseptic,ointment,16 mg,astrazeneca plc,infection,over-the-counter,,2020-01-07,2021-10-29,16.0
dextrocillin,analgesic,cream,534 mg,roche holding ag,fever,prescription,,2025-03-02,2027-11-08,534.0
dextrovir,antiseptic,inhaler,289 mg,bristol-myers squibb company,fungus,prescription,,2024-05-14,2025-07-09,289.0
amoxiphen,antibiotic,ointment,895 mg,eli lilly and company,virus,prescription,,2023-04-11,2025-09-19,895.0
amoxiphen,antiseptic,drops,453 mg,bayer ag,wound,prescription,,2024-03-13,2025-05-10,453.0
amoximycin,antiviral,drops,92 mg,glaxosmithkline plc,infection,over-the-counter,,2021-01-19,2022-07-03,92.0
amoximycin,antidepressant,syrup,652 mg,roche holding ag,fungus,prescription,,2022-05-03,2024-10-29,652.0
dextrocillin,antibiotic,injection,777 mg,takeda pharmaceutical company limited,fever,prescription,,2024-06-20,2025-08-04,777.0
cefvir,analgesic,ointment,27 mg,astrazeneca plc,infection,over-the-counter,,2023-07-11,2024-08-25,27.0
amoxiprofen,antipyretic,capsule,873 mg,biogen inc.,wound,prescription,,2023-02-22,2025-03-17,873.0
dextromet,antidiabetic,capsule,318 mg,bristol-myers squibb company,virus,prescription,,2025-06-18,2027-02-24,318.0
amoximycin,antidepressant,capsule,764 mg,glaxosmithkline plc,infection,over-the-counter,,2024-05-25,2025-11-06,764.0
dolovir,antiviral,drops,777 mg,johnson & johnson,fungus,prescription,,2021-11-10,2023-11-12,777.0
clariprofen,antiviral,injection,80 mg,roche holding ag,infection,over-the-counter,,2022-01-01,2024-01-14,80.0
dextromet,antidiabetic,drops,115 mg,amgen inc.,fungus,prescription,,2025-05-20,2027-04-01,115.0
metomycin,antifungal,drops,207 mg,pfizer inc.,depression,over-the-counter,,2021-04-21,2022-08-30,207.0
acetomycin,antiviral,cream,270 mg,bristol-myers squibb company,fungus,over-the-counter,,2020-10-01,2022-10-24,270.0
dolocillin,analgesic,capsule,698 mg,glaxosmithkline plc,fever,over-the-counter,,2025-03-05,2027-10-07,698.0
metomycin,antiseptic,inhaler,854 mg,novartis ag,wound,prescription,,2020-11-27,2023-06-21,854.0
dextromet,antidiabetic,injection,597 mg,abbvie inc.,fungus,over-the-counter,,2024-12-04,2027-11-20,597.0
ibupromycin,antibiotic,capsule,6 mg,pfizer inc.,infection,prescription,,2021-08-31,2023-08-13,6.0
